DISTRICT,DT_CEN_CD,ST_CEN_CD,ST_NM,avg_lights_x_pct,avg_vis,censuscode,cf_cvg,stable_lights
Adilabad,1,28,Andhra Pradesh,5.197013106,6.879606521,532,65.79105506,5.202686347
Agra,15,9,Uttar Pradesh,12.54485586,13.22363426,146,73.43904122,12.5421056
Ahmadabad,7,24,Gujarat,9.619672766,10.9490261,474,66.52581253,9.618116944
Ahmadnagar,26,27,Maharashtra,7.42833679,7.94637602,522,65.80556616,7.437032697
Aizawl,3,15,Mizoram,0.886804391,5.005648284,283,63.17123905,0.887389287
Ajmer,21,8,Rajasthan,6.44846377,8.709929293,119,75.61980835,6.456743919
Akola,5,27,Maharashtra,6.239935894,6.954465755,501,67.76406592,6.248908847
Alappuzha,11,32,Kerala,13.59346173,13.60244973,598,56.9103869,13.60244973
Aligarh,12,9,Uttar Pradesh,5.45958746,7.707592242,143,73.92830929,5.453179416
Alirajpur,48,23,Madhya Pradesh,0.68416511,4.494167926,465,70.2854326,0.682056409
Allahabad,44,9,Uttar Pradesh,9.423261906,10.08689468,175,69.74990841,9.420863437
Almora,9,5,Uttarakhand,3.99589151,5.728072718,64,73.86695491,3.988482012
Alwar,6,8,Rajasthan,12.08316373,12.48209409,104,76.44888689,12.08137856
Ambala,2,6,Haryana,19.83032063,19.83670856,70,71.96313901,19.83670856
Ambedkar Nagar,47,9,Uttar Pradesh,3.73324286,6.424540445,178,70.2667823,3.734110938
Amravati,7,27,Maharashtra,4.816430728,6.265839652,503,68.8547315,4.82483841
Amreli,13,24,Gujarat,6.26905091,6.64142068,480,69.01043336,6.277291025
Amritsar,15,3,Punjab,19.95049814,19.95740685,49,70.6967443,19.95740685
Anand,15,24,Gujarat,10.2745196,10.86006065,482,69.86824154,10.28274936
Anantapur,22,28,Andhra Pradesh,5.737795869,6.958134513,553,63.88974092,5.73454928
Anantnag,14,1,Jammu & Kashmir,0.992011893,4.140721524,14,63.55002143,0.990846658
Anjaw,16,12,Arunanchal Pradesh,0,3.569449284,260,70.93750396,0
Anugul,15,21,Odisha,5.835142618,8.471791018,384,56.16850186,5.83685209
Anuppur,44,23,Madhya Pradesh,3.517782187,5.846900557,461,63.47731859,3.527138669
Araria,7,10,Bihar,1.684221078,4.981421261,209,71.55086371,1.671810352
Ariyalur,15,33,Tamil Nadu,9.379922985,9.383410291,616,65.05141718,9.383410291
Arwal,38,10,Bihar,0.92268676,4.599546384,240,66.12817406,0.921531687
Ashoknagar,42,23,Madhya Pradesh,1.138359343,5.073780669,459,74.60148575,1.138814
Auraiya,31,9,Uttar Pradesh,6.616541775,8.753099969,162,74.48457876,6.625382162
Aurangabad,33,10,Bihar,1.788029239,5.077510973,235,64.45280781,1.792088323
Aurangabad,19,27,Maharashtra,5.321934272,6.908809545,515,65.97668671,5.331841342
Azamgarh,60,9,Uttar Pradesh,2.384851208,5.554693267,191,65.63551421,2.384279698
Badgam,2,1,Jammu & Kashmir,4.305469249,6.946395865,2,62.57941756,4.303424678
Bagalkot,2,29,Karnataka,8.173194885,8.477364382,556,66.58544959,8.173707382
Bageshwar,8,5,Uttarakhand,1.412319587,4.32919284,63,69.81320176,1.410278957
Baghpat,8,9,Uttar Pradesh,9.22689852,9.244969977,139,70.89902563,9.229637644
Bahraich,49,9,Uttar Pradesh,0.761922502,4.688584583,180,71.59607547,0.763500987
Baksa,25,18,Assam,0.417816812,4.618919217,324,70.07125941,0.420719044
Balaghat,40,23,Madhya Pradesh,1.816993538,4.935653789,457,63.35067284,1.821992423
Balangir,24,21,Odisha,1.731166038,5.046749209,393,63.04410589,1.734515953
Baleshwar,8,21,Odisha,4.786328823,7.041826134,377,53.95889384,4.789701086
Ballia,62,9,Uttar Pradesh,2.01390495,5.246984459,193,68.21468315,2.00662493
Balrampur,51,9,Uttar Pradesh,0.992895015,4.845483561,182,72.42281985,0.992631349
Banas Kantha,2,24,Gujarat,4.81952102,6.566423682,469,66.41470342,4.820741393
Banda,39,9,Uttar Pradesh,1.452542529,4.936268934,170,71.68269896,1.455349092
Bandipore,9,1,Jammu & Kashmir,0.461537393,3.930682227,9,65.44171864,0.461705169
Bangalore,18,29,Karnataka,44.19144362,44.20047119,572,55.84992294,44.20047119
Bangalore Rural,29,29,Karnataka,17.30697409,17.31725938,583,58.33707561,17.31582168
Banka,23,10,Bihar,0.553225752,4.602281626,225,64.01200235,0.55369082
Bankura,13,19,West Bengal,4.558319112,7.704589589,339,56.30882743,4.567292696
Banswara,27,8,Rajasthan,3.669865572,6.171752925,125,69.80625833,3.676453955
Bara Banki,45,9,Uttar Pradesh,3.643166552,6.899472802,176,72.51421349,3.64714774
Baramula,8,1,Jammu & Kashmir,4.638526243,6.570134169,8,67.19949355,4.634029598
Baran,30,8,Rajasthan,4.622374973,6.979453593,128,76.51312429,4.620919913
Barddhaman,9,19,West Bengal,12.47915871,13.95460642,335,58.63283092,12.49475558
Bareilly,19,9,Uttar Pradesh,5.092376831,7.837703594,150,76.61141157,5.088947888
Bargarh,1,21,Odisha,2.155069714,5.194705341,370,60.54010678,2.164387936
Barmer,17,8,Rajasthan,1.138956922,4.620735604,115,66.92025979,1.138305746
Barnala,20,3,Punjab,13.39497406,13.40653423,54,77.67255,13.40653423
Barpeta,4,18,Assam,1.449222293,4.933870614,303,70.34349318,1.45404082
Barwani,24,23,Madhya Pradesh,1.476684595,4.962225324,441,67.12623494,1.477337202
Bastar,15,22,Chhattisgarh,0.956488476,4.960085271,414,64.22035529,0.956383881
Basti,54,9,Uttar Pradesh,3.138290395,6.099343054,185,71.12647407,3.138449757
Bathinda,12,3,Punjab,17.07717907,17.08509305,46,75.31214623,17.08509305
Bauda,22,21,Odisha,0.218809176,4.428296102,391,57.23516918,0.219431194
Begusarai,20,10,Bihar,5.56003207,7.787217309,222,64.1719514,5.54776628
Belgaum,1,29,Karnataka,7.820184926,8.325905297,555,70.67577175,7.829231357
Bellary,11,29,Karnataka,6.551106255,8.048799089,565,62.10962647,6.548603055
Betul,30,23,Madhya Pradesh,1.526444681,4.652803977,447,72.87630656,1.530538625
Bhadrak,9,21,Odisha,3.8260648,6.016308533,378,55.18433056,3.828792648
Bhagalpur,22,10,Bihar,4.742633581,7.446122872,224,67.81208014,4.745708851
Bhandara,10,27,Maharashtra,5.027368993,6.423173617,506,68.40558498,5.022878945
Bharatpur,7,8,Rajasthan,9.788081254,10.0547509,105,75.20881075,9.794738806
Bharuch,21,24,Gujarat,11.79152006,12.34068852,488,72.21243401,11.79273507
Bhavnagar,14,24,Gujarat,7.108553845,7.7038426,481,67.78834184,7.112205889
Bhilwara,24,8,Rajasthan,3.620758044,6.519854135,122,75.09042916,3.630255724
Bhind,3,23,Madhya Pradesh,2.385970786,5.925812005,420,73.59389207,2.387089449
Bhiwani,13,6,Haryana,11.08608378,11.10132291,81,72.35751381,11.08802305
Bhojpur,29,10,Bihar,2.008434191,5.29352918,231,68.6494806,2.004611592
Bhopal,27,23,Madhya Pradesh,11.24551136,13.80880523,444,73.2942886,11.24553143
Bid,27,27,Maharashtra,5.489976283,6.287440457,523,66.79469368,5.502300638
Bidar,4,29,Karnataka,7.347793584,7.528025449,558,66.80895768,7.35724152
Bijapur,18,22,Chhattisgarh,0.133578945,5.080302918,417,67.40930928,0.133998687
Bijapur,3,29,Karnataka,5.749034049,6.439350023,557,63.91027798,5.747212678
Bijnor,3,9,Uttar Pradesh,3.371948839,6.216346431,134,76.24500171,3.363842962
Bikaner,3,8,Rajasthan,2.421000485,5.215937734,101,70.60991131,2.419992167
Bilaspur,8,2,Himachal Pradesh,9.946952091,10.1205136,30,68.5762042,9.941109346
Bilaspur,7,22,Chhattisgarh,7.387840623,8.654538382,406,61.01579188,7.395282518
Birbhum,8,19,West Bengal,6.923534812,8.749563176,334,62.79439784,6.935348679
Bishnupur,4,14,Manipur,2.949136102,5.457458655,275,64.46022029,2.952135817
Bokaro,10,20,Jharkhand,8.904677889,11.48303199,355,60.43975868,8.904001637
Bongaigaon,20,18,Assam,2.573516805,5.74388593,319,68.73039705,2.593659398
Budaun,18,9,Uttar Pradesh,1.474738291,5.027153925,149,75.98978077,1.473098679
Bulandshahr,11,9,Uttar Pradesh,6.952131092,7.819766732,142,72.59759152,6.944607672
Buldana,4,27,Maharashtra,4.497276797,5.821990361,500,70.55671475,4.512084546
Bundi,23,8,Rajasthan,3.876044111,6.699770527,121,76.64512198,3.874460966
Burhanpur,50,23,Madhya Pradesh,1.774780019,5.102005702,467,70.39324385,1.775681448
Buxar,30,10,Bihar,1.853383167,4.979678516,232,68.90490114,1.850397281
Cachar,17,18,Assam,2.187328099,5.344046463,316,66.28441073,2.185992673
Central,6,7,NCT of Delhi,62.86162988,63,95,71.41823529,63
Chamba,1,2,Himachal Pradesh,0.880916358,4.091771451,23,63.69612537,0.876860111
Chamoli,2,5,Uttarakhand,0.386561522,3.831383622,57,70.499652,0.386091665
Champawat,10,5,Uttarakhand,0.864965259,4.106446968,65,71.93137631,0.858650172
Champhai,4,15,Mizoram,0.107798801,4.349673016,284,62.41438857,0.108064555
Chamrajnagar,24,29,Karnataka,3.887136478,5.703255821,578,52.0816138,3.896436995
Chandauli,65,9,Uttar Pradesh,3.874700056,6.463821199,196,65.67554344,3.876911711
Chandel,9,14,Manipur,0.148789894,4.66980245,280,64.25409569,0.148790133
Chandigarh,1,4,Chandigarh,62.01452113,62.03767634,55,68.76831862,62.03767634
Chandrapur,13,27,Maharashtra,4.636200189,6.774112203,509,66.46072134,4.634963239
Changlang,9,12,Arunanchal Pradesh,0.657992255,3.890816962,253,68.89544916,0.658931728
Chatra,2,20,Jharkhand,0.566092739,4.427016955,347,64.71091292,0.565543955
Chennai,2,33,Tamil Nadu,62.65238491,62.64996308,603,69.4192957,62.64996308
Chhatarpur,8,23,Madhya Pradesh,2.211001186,5.243788972,425,70.68401004,2.209629682
Chhindwara,38,23,Madhya Pradesh,2.135131782,4.88511535,455,72.41199829,2.140581068
Chikkaballapura,28,29,Karnataka,8.128463744,8.333015837,582,61.79995129,8.132555056
Chikmagalur,16,29,Karnataka,2.807382479,5.241790474,570,62.04301057,2.824258877
Chirang,21,18,Assam,2.863181103,6.178504329,320,69.03221034,2.87059083
Chitradurga,12,29,Karnataka,5.181899485,6.420661962,566,61.43434587,5.180459531
Chitrakoot,40,9,Uttar Pradesh,1.706723018,4.891143992,171,72.44385715,1.713525551
Chittaurgarh,28,8,Rajasthan,6.069052032,7.990590608,126,72.65063544,6.076846027
Chittoor,23,28,Andhra Pradesh,7.767647656,8.278774381,554,63.59357159,7.775021532
Churachandpur,3,14,Manipur,0.273902736,4.300239115,274,65.54315144,0.274358486
Churu,4,8,Rajasthan,5.33396046,6.612645647,102,68.80111907,5.330398043
Coimbatore,31,33,Tamil Nadu,14.35191867,14.75843284,632,53.75419254,14.36537953
Cuddalore,16,33,Tamil Nadu,15.00305706,14.99921429,617,61.67398608,14.99845077
Cuttack,12,21,Odisha,8.797051906,9.803705354,381,57.2175548,8.809912353
Dadra & Nagar Haveli,1,26,Dadara & Nagar Havelli,22.26819804,22.3065853,496,77.37660479,22.26185896
Dakshin Bastar Dantewada,17,22,Chhattisgarh,0.605763976,4.741505609,416,65.44762836,0.606261593
Dakshin Dinajpur,5,19,West Bengal,6.696112749,7.806887636,331,69.37392368,6.703384015
Dakshina Kannada,21,29,Karnataka,7.20001577,8.600342066,575,63.01724509,7.20811978
Daman,2,25,Daman & Diu,51.81398925,51.79981179,495,75.6196424,51.79981179
Damoh,11,23,Madhya Pradesh,3.084586688,5.349120689,428,70.72733533,3.088596714
Darbhanga,13,10,Bihar,3.495130786,6.039457217,215,69.10733805,3.483747941
Darjiling,1,19,West Bengal,6.38835362,8.194211279,327,69.95387973,6.386718225
Darrang,26,18,Assam,2.638335908,5.662608108,325,71.34120648,2.639492808
Data Not Available,99,99,Jammu & Kashmir,0.555664815,3.994753408,0,63.99692716,0.556014106
Datia,5,23,Madhya Pradesh,4.490692251,6.864951077,422,73.08213947,4.487812271
Dausa,11,8,Rajasthan,12.88702275,12.97310261,109,77.79424262,12.88773711
Davanagere,13,29,Karnataka,5.628043512,6.891614942,567,61.25814291,5.630435757
Debagarh,4,21,Odisha,0.693157672,4.441438625,373,55.85851965,0.691876165
Dehradun,5,5,Uttarakhand,10.27058533,12.12378539,60,73.78791842,10.26073877
Deoghar,5,20,Jharkhand,2.957386188,6.661320003,350,59.94589064,2.957518722
Deoria,59,9,Uttar Pradesh,4.430801848,6.333278335,190,70.70808476,4.424962581
Dewas,20,23,Madhya Pradesh,2.30260163,6.310925614,437,72.00312326,2.305088688
Dhalai,3,16,Tripura,2.035725958,5.556695044,291,62.31803589,2.040746219
Dhamtari,13,22,Chhattisgarh,3.367075269,5.88693026,412,66.62218147,3.361854313
Dhanbad,9,20,Jharkhand,16.45597827,17.9597131,354,58.1908086,16.45732469
Dhar,21,23,Madhya Pradesh,2.142125564,6.189047487,438,70.23664478,2.1427104
Dharmapuri,29,33,Tamil Nadu,6.163168655,6.978857983,630,53.29930766,6.169897746
Dharwad,8,29,Karnataka,7.792567031,8.472683512,562,67.50303256,7.789259081
Dhaulpur,8,8,Rajasthan,4.708659193,6.693150837,106,74.64670499,4.711790688
Dhemaji,9,18,Assam,0.377933988,4.154443889,308,64.55561107,0.376157552
Dhenkanal,14,21,Odisha,4.801998461,6.646639375,383,57.08012695,4.814308284
Dhubri,2,18,Assam,0.899235024,4.604871937,301,70.2124508,0.905289216
Dhule,2,27,Maharashtra,3.227337477,5.758397426,498,64.38373061,3.228185877
Dibang Valley,13,12,Arunanchal Pradesh,0,3.675464857,257,66.22521027,0
Dibrugarh,11,18,Assam,9.845642224,11.24049416,310,67.55514717,9.841971379
Dima Hasao,16,18,Assam,0.627026744,4.609805469,315,65.01214232,0.626769426
Dimapur,5,13,Nagaland,5.957391155,8.883845695,265,64.78163707,5.960826742
Dindigul,11,33,Tamil Nadu,7.886102616,8.415174974,612,50.29011242,7.904332253
Dindori,36,23,Madhya Pradesh,0.400010535,3.75466279,453,65.14887177,0.404353927
Diu,1,25,Daman & Diu,23.80715901,23.95750658,494,73.58841089,23.85566286
Doda,16,1,Jammu & Kashmir,0.814694514,4.022903082,16,67.12092355,0.816222124
Dohad,18,24,Gujarat,4.283465465,6.303843293,485,70.2871209,4.290397536
Dumka,17,20,Jharkhand,0.654001519,4.87063759,362,61.74034446,0.653336867
Dungarpur,26,8,Rajasthan,4.067197003,6.13027911,124,71.00055072,4.067608027
Durg,10,22,Chhattisgarh,9.351086431,10.03623816,409,63.73949703,9.350777778
East,4,7,NCT of Delhi,62.73487624,62.90762543,93,72.74547183,62.90762543
East,4,11,Sikkim,4.214406678,6.406563904,244,67.21786277,4.215624931
East Garo Hills,2,17,Meghalaya,0.665822646,5.85280537,294,65.84614884,0.665311051
East Godavari,14,28,Andhra Pradesh,7.07454083,8.701801686,545,71.16183414,7.076896306
East Kameng,3,12,Arunanchal Pradesh,0.014422962,3.680213466,247,68.80574939,0.014169292
East Khasi Hills,6,17,Meghalaya,3.284391816,6.982304257,298,61.06371918,3.282233349
East Nimar,49,23,Madhya Pradesh,1.52952965,5.072882247,466,70.44197109,1.53375282
East Siang,7,12,Arunanchal Pradesh,0.093525105,3.658373191,251,63.0487762,0.093678772
Ernakulam,8,32,Kerala,19.0879208,19.36426524,595,55.22574971,19.09872714
Erode,9,33,Tamil Nadu,8.618978585,9.925819329,610,53.33496125,8.629724505
Etah,70,9,Uttar Pradesh,3.277730824,6.06663708,201,74.32875685,3.281273362
Etawah,30,9,Uttar Pradesh,9.973252609,11.14664538,161,74.46849053,9.980412176
Faizabad,46,9,Uttar Pradesh,3.47638993,7.035753581,177,72.56102376,3.476031045
Faridabad,20,6,Haryana,36.13685602,36.15582441,88,72.51974198,36.15582441
Faridkot,11,3,Punjab,13.95614815,13.95002265,45,73.42323189,13.95002265
Farrukhabad,28,9,Uttar Pradesh,1.789903627,5.719660947,159,75.44825707,1.789509118
Fatehabad,10,6,Haryana,14.83607985,14.84555969,78,72.70664772,14.84555969
Fatehgarh Sahib,6,3,Punjab,15.2307327,15.2310153,40,73.06557958,15.2310153
Fatehpur,41,9,Uttar Pradesh,2.107677219,5.59282622,172,71.98297455,2.110261263
Firozabad,16,9,Uttar Pradesh,8.497121774,9.676529849,147,72.62144894,8.505422966
Firozpur,9,3,Punjab,13.63454838,13.63430932,43,69.63664711,13.63405328
Gadag,7,29,Karnataka,4.297661912,5.733155233,561,63.98132309,4.313491066
Gajapati,20,21,Odisha,0.573716594,4.405686891,389,60.2235288,0.577577718
Ganderbal,11,1,Jammu & Kashmir,0.077829643,3.800353591,11,61.44913357,0.077441664
Gandhinagar,6,24,Gujarat,18.86654458,18.87258445,473,69.26485872,18.87258445
Ganganagar,1,8,Rajasthan,7.677963072,8.316737032,99,67.97270018,7.684225062
Ganjam,19,21,Odisha,2.782601645,5.358012285,388,55.18943955,2.790193099
Garhchiroli,12,27,Maharashtra,0.712856596,5.230145864,508,67.46395647,0.711058132
Garhwa,1,20,Jharkhand,0.310101392,4.027422834,346,62.65562471,0.308881637
Garhwal,6,5,Uttarakhand,2.514412706,5.173473905,61,76.07317063,2.504216997
Gautam Buddha Nagar,10,9,Uttar Pradesh,31.49126117,31.49541038,141,70.46336281,31.49536839
Gaya,34,10,Bihar,2.716141632,5.813318609,236,66.38079544,2.709815153
Ghaziabad,9,9,Uttar Pradesh,19.58658862,19.91070057,140,70.50918864,19.58670275
Ghazipur,64,9,Uttar Pradesh,2.397818805,5.303051155,195,64.30562089,2.394982747
Giridih,4,20,Jharkhand,1.196300071,5.090972338,349,60.16552346,1.196395005
Goalpara,3,18,Assam,3.495075248,6.070103449,302,68.61052805,3.505498251
Godda,6,20,Jharkhand,1.808813866,5.645379605,351,65.05105461,1.805044147
Golaghat,14,18,Assam,4.712512563,6.603368133,313,69.04757247,4.701600293
Gonda,52,9,Uttar Pradesh,2.627621046,6.263461238,183,71.63818083,2.629773605
Gondiya,11,27,Maharashtra,3.259954886,5.883603062,507,67.64433627,3.25377463
Gopalganj,15,10,Bihar,3.503967216,5.69566424,217,71.03611682,3.491834376
Gorakhpur,57,9,Uttar Pradesh,6.003612633,8.211436272,188,72.01074385,5.999505794
Gulbarga,25,29,Karnataka,7.096532367,7.341316091,579,65.7779664,7.106960829
Gumla,21,20,Jharkhand,0.233184716,4.252660176,366,57.14544296,0.233616547
Guna,41,23,Madhya Pradesh,2.46501605,6.072054016,458,76.61432439,2.464608724
Guntur,17,28,Andhra Pradesh,9.662665653,10.07321782,548,75.00657345,9.670430198
